Mental Status,Study Hours per Week,Attendance Rate,Gender,Previous Physics average,Previous Chemistry average,Previous Mathematics  average,Extracurricular Activities,Family Support,failures,famrel,freetime,goout,Dalc,Walc,absences,guardian,schoolsup,paidClass,Parent Education Level
Mild,7.5,65.5,Male,47.03,59,72.4,No,None,0,3.85,3,3,2,0,2,father,yes,no,High school
Mild,13.3,38.1,Female,65.25,68.91,72.7,No,None,0,5.3,3,3,1,4,2,mother,yes,yes,None
Normal,19.3,,Male,42.77,75.35,43.7,Yes,Strong Support,0,3.37,1,3,2,1,11,mother,no,no,Master
Severe,6.2,84.1,Female,41.16,44.12,59.2,No,Minimal Support,0,3.85,3,4,1,2,4,mother,yes,no,Master
Mild,1.7,66.2,Male,35.12,39.67,62.4,Yes,None,1,5.75,3,3,2,3,7,mother,yes,no,Diploma level
Normal,0,102.4,Male,32.95,41.2,60.1,No,Minimal Support,0,3.11,3,3,1,3,5,mother,yes,no,High school
Severe,9.2,61.8,Male,38.66,39.27,49.6,Yes,None,1,3.92,3,1,2,2,9,father,yes,yes,Diploma level
Normal,6.7,73,Male,63.24,54.11,27.9,Yes,None,1,2.61,4,2,1,1,14,mother,yes,no,High school
Moderate,11,70.1,Male,46.08,59.78,80.4,No,None,0,4.35,3,4,2,1,4,mother,yes,yes,Diploma level
Severe,10.7,130.5,Female,42.79,43.82,32.5,Yes,Moderate Support,-1,2.86,2,1,2,2,2,mother,yes,no,None
Normal,2,56.9,Male,50.3,51.25,94.7,No,None,0,4.11,5,0,0,1,0,father,yes,no,Master
Mild,0.9,86.7,Male,30.11,35.44,61.5,Yes,Minimal Support,1,3.54,2,4,1,0,1,father,yes,no,NVQ qualified
Moderate,11.5,51,Female,69.55,61.21,55,nan,None,0,3.53,5,4,2,2,3,mother,yes,no,Degree
Mild,10.7,81.9,Male,69.07,69.7,41.7,Yes,Minimal Support,0,3.89,3,3,4,1,13,mother,no,no,NVQ qualified
Severe,7.9,55.9,Female,57.64,41.22,40.1,Yes,None,1,5.04,4,3,1,3,14,mother,yes,no,Master
Moderate,1.7,97,Male,65.5,65.49,51.6,Yes,Minimal Support,0,2.61,2,3,1,2,5,mother,yes,no,High school
Mild,12.4,93.2,Female,41.1,62.67,67.9,No,Minimal Support,-1,4.85,2,4,1,2,4,mother,yes,no,Diploma level
Moderate,16.4,,Male,46.07,55,86.2,No,Strong Support,0,4.38,3,4,1,2,4,mother,yes,no,NVQ qualified
Moderate,11.4,47.2,Male,73.26,54.36,41.8,Yes,None,0,5.83,4,3,2,2,11,other,no,yes,High school
Normal,5.8,73.9,Female,74.52,65.34,70.4,nan,None,0,4.29,4,3,2,2,4,father,yes,no,Degree
Moderate,10.2,,Male,53.17,60.39,37.2,Yes,Strong Support,0,2.74,3,3,1,4,8,father,yes,yes,Master
Moderate,3.2,91.6,Male,36.97,48.14,51.4,No,Minimal Support,1,3.06,2,5,1,1,7,father,yes,no,Diploma level
Severe,15.3,57,Male,70.95,58.23,72.5,Yes,None,-1,5.01,3,4,2,2,5,mother,yes,no,High school
Severe,10.4,98.1,Female,57.95,61.93,49.7,No,Minimal Support,1,3.95,3,1,2,3,5,mother,yes,no,Diploma level
Moderate,1.2,94.3,Male,62.79,75.24,88.2,Yes,Minimal Support,-1,3.56,3,4,1,3,3,mother,yes,no,Diploma level
Severe,8.5,47.5,Male,30.68,38.12,76.3,Yes,None,0,5.21,1,4,3,3,6,mother,yes,yes,Degree
Severe,12.3,70.6,Female,51.16,69.64,72.4,No,Minimal Support,1,3.84,2,2,1,3,4,father,yes,no,High school
Mild,8.3,74,Male,67.95,58.65,56.6,No,None,-1,2.75,4,4,0,3,5,father,yes,no,High school
Normal,8.6,95.1,Male,43.71,57.99,52,Yes,Minimal Support,0,4.18,4,2,2,5,14,mother,yes,no,Master
Mild,3.9,61.3,Male,48.05,35.44,58.1,No,None,1,5.03,4,3,3,3,6,other,yes,no,Diploma level
Severe,12.8,79.2,Female,45.84,49.02,68.7,Yes,Minimal Support,-1,3.85,1,4,3,4,10,father,yes,no,Master
Normal,6.8,97,Male,59.62,52.66,68.7,No,Minimal Support,0,2.83,3,4,1,3,8,other,yes,yes,None
Normal,-0.8,80,Female,60.68,46.3,52.7,No,None,-1,2.88,4,3,0,4,1,mother,yes,no,NVQ qualified
Mild,8.1,37.9,Female,64.03,68.21,54.1,No,None,0,3.22,2,5,1,1,5,father,yes,no,None
Mild,14.9,65.1,Male,58.93,44.69,41.8,No,None,0,4.46,3,3,2,3,9,mother,yes,yes,High school
Mild,8.1,93.1,Female,56.29,59.05,99.2,No,Minimal Support,1,4.05,4,3,2,4,1,mother,yes,no,Master
Mild,18.7,90.6,Male,45.45,46.6,51.5,No,Minimal Support,0,3.29,2,6,0,2,10,mother,yes,no,NVQ qualified
Mild,12.1,30,Female,44.17,56.16,39.7,No,None,0,3.56,1,4,1,3,2,mother,yes,no,None
Moderate,11.7,79,Male,61.38,56.05,,No,Minimal Support,0,4.26,5,2,1,1,9,mother,no,yes,Diploma level
Normal,9.4,93.9,Male,46.53,55.07,54.9,No,Minimal Support,1,3.63,2,3,2,5,6,mother,yes,no,NVQ qualified
Moderate,9.7,85.8,Male,45.87,32.56,,Yes,Minimal Support,1,4.51,3,4,3,2,17,father,yes,no,None
Severe,8.7,88.1,Male,74.82,42.3,63.4,No,Minimal Support,1,2.99,5,4,1,-1,8,father,yes,no,Degree
Severe,8.5,116.2,Female,63.58,51.52,62.2,Yes,Moderate Support,1,4.51,2,2,1,0,11,mother,yes,no,None
Severe,12.7,74.1,Male,64.39,59.31,75.9,Yes,Minimal Support,1,4.62,3,3,3,3,8,mother,no,no,High school
Moderate,5.3,81.1,Male,66.58,76.61,73.8,No,Minimal Support,0,4.74,4,5,1,0,5,mother,yes,no,High school
Mild,4.6,56.2,Female,75.4,56.86,51.5,Yes,None,1,5.85,2,4,2,0,8,other,yes,no,None
Mild,4.4,62.3,Female,74.33,77.19,,Yes,None,0,4.86,3,4,1,3,2,mother,yes,no,Master
Severe,20.2,68.4,Female,56.31,56.65,66,No,Minimal Support,0,3.34,3,3,2,4,6,father,yes,no,High school
Mild,12.7,92,Male,50.5,37.11,56.1,Yes,Minimal Support,0,3.3,4,0,1,4,0,other,yes,no,Degree
Normal,11.5,60,Male,52.62,46.84,86.4,Yes,None,0,4.59,3,2,1,2,13,father,yes,no,None
Moderate,4.7,99.7,Male,70.35,55.07,53.3,Yes,Minimal Support,2,5.51,3,2,1,5,4,other,yes,yes,High school
Mild,13.1,53.1,Female,55,44.1,56.3,Yes,None,0,4.21,4,3,1,4,4,mother,yes,no,Degree
Normal,9.4,87.8,Female,55.81,43.18,57.9,No,Minimal Support,1,3.99,4,2,1,4,1,mother,yes,no,High school
Moderate,11.1,86,Female,43.53,62.86,78.9,No,Minimal Support,2,4.93,3,2,2,2,0,mother,yes,no,Degree
Moderate,5.1,80.1,Male,75.14,61.92,81.3,No,Minimal Support,-1,3.8,4,4,2,2,6,mother,yes,no,None
Normal,10.8,94.7,Male,52.76,53.85,85.3,nan,Minimal Support,0,3.48,4,2,1,1,4,mother,yes,no,Master
Moderate,7.9,60.1,Male,68.24,73.9,,No,None,0,5.68,4,4,2,2,11,mother,yes,yes,None
Mild,6.2,65.7,Female,48.53,51.47,63.5,Yes,None,0,4.51,5,5,2,3,9,mother,no,no,High school
Normal,13.7,55.7,Female,59.08,63.75,79.4,Yes,None,-1,4.89,3,4,2,4,6,mother,yes,no,High school
Moderate,2.3,75.2,Male,46.67,31.09,70.6,Yes,None,0,3.89,3,2,2,3,2,mother,yes,yes,High school
Moderate,12.8,72.6,Male,78.44,51.45,63.1,Yes,Minimal Support,0,3.27,3,1,3,2,5,mother,yes,no,NVQ qualified
Moderate,13.4,92.1,Male,93.76,84.48,58,Yes,Minimal Support,-1,3.85,4,4,2,3,13,father,no,no,Degree
Mild,5.6,82.7,Male,64.7,74.04,62.4,No,Minimal Support,0,3.77,3,4,1,3,10,mother,no,no,NVQ qualified
Mild,5.9,88.8,Female,43.79,31.53,57.8,No,Minimal Support,2,3.45,2,4,0,-1,7,father,yes,no,Degree
Severe,8.9,71.1,Female,53.5,68.12,71.2,No,None,0,2.81,2,3,1,4,3,mother,yes,yes,High school
Normal,,83.1,Female,71.27,50,61.8,No,Strong Support,1,5.48,2,4,2,1,3,mother,yes,no,Master
Normal,9.2,111.3,Female,50.65,81.13,72.3,No,Moderate Support,0,3.93,2,2,2,4,8,mother,yes,no,Diploma level
Mild,12.2,48.1,Female,30.85,56.94,72.6,Yes,None,1,3.44,2,3,1,2,1,mother,yes,no,Master
Moderate,18.8,38.2,Male,85.84,60.71,65.1,No,None,0,5.52,2,5,2,1,13,father,yes,no,Master
Mild,7.5,87.7,Male,51.77,37.27,58.2,No,Minimal Support,0,5.27,1,4,2,3,3,mother,yes,no,Degree
Mild,1.4,58,Male,89.21,72.92,51.4,Yes,None,1,4.27,3,2,2,4,14,father,yes,no,None
Moderate,14.1,47.4,Female,64.93,75.28,63.4,No,None,1,2.9,4,5,1,3,1,mother,yes,no,Diploma level
Normal,18.4,85.7,Female,71.05,78.59,69.4,No,Minimal Support,0,5.26,2,2,1,3,8,father,yes,no,None
Mild,12,54.9,Female,39.79,30.7,44.5,nan,None,0,4.88,4,3,1,3,4,mother,yes,no,Diploma level
Mild,4.6,105.8,Female,60.52,67.6,38.3,No,Minimal Support,0,4.37,2,1,3,1,13,father,yes,no,NVQ qualified
Moderate,9.4,78.1,Male,65.16,65.24,,Yes,Minimal Support,0,4.08,2,4,-1,4,3,mother,yes,no,None
Moderate,4.4,70.9,Male,66.49,69.29,51.6,No,None,1,5.21,4,3,2,1,6,mother,yes,yes,High school
Moderate,13.2,58.6,Male,31.78,53.81,80.1,Yes,None,0,3.39,4,1,0,3,9,mother,yes,no,Master
Moderate,3.2,79.3,Female,54.94,40.99,84.6,No,None,0,2.89,1,2,2,2,15,mother,yes,no,Diploma level
Moderate,8.5,43.2,Female,72.62,55.62,49.8,Yes,None,0,3.86,5,5,-1,1,4,mother,yes,no,Master
Moderate,5,25.6,Male,70.59,89.26,39.5,Yes,None,0,5.35,4,2,3,2,3,mother,yes,no,Diploma level
Severe,10.6,43.9,Female,57.31,68.39,,No,None,1,4.78,3,4,1,2,7,mother,yes,no,None
Mild,8.2,97.7,Male,59.12,43.38,68.1,No,Minimal Support,1,5.73,2,3,1,1,6,father,yes,no,High school
Severe,10.9,56.5,Female,64.58,67.55,70.9,No,None,0,4.63,3,2,0,2,12,mother,yes,no,Diploma level
Moderate,10.1,46.3,Male,70.67,65.25,76.5,No,None,1,4.01,3,5,2,1,10,mother,yes,no,NVQ qualified
Mild,5.1,73.2,Female,56.02,54.51,58.7,No,None,0,3.58,5,3,1,2,4,mother,yes,no,Degree
Normal,13.1,119.5,Female,52.01,84.96,62,No,Moderate Support,0,3.94,3,4,2,4,6,father,yes,no,Diploma level
Moderate,9.8,96.8,Male,38.75,52.62,77.2,No,Minimal Support,0,4.05,3,5,3,3,5,mother,yes,no,Diploma level
Normal,5.1,59,Female,56.84,40.53,71.7,Yes,None,-1,3.46,4,1,3,4,2,mother,yes,no,High school
Normal,21.2,58.6,Male,33.56,41.1,95.7,No,Minimal Support,1,2.66,3,3,2,3,0,mother,yes,no,Degree
Severe,12.4,59.1,Female,70.28,80.68,69.4,Yes,None,0,3.23,2,4,0,5,2,mother,yes,no,NVQ qualified
Normal,9.2,56.8,Female,71.37,45.06,68.8,No,None,0,4.87,6,3,1,2,13,father,yes,yes,Degree
Severe,17.1,85.9,Male,53.96,54.05,78.2,nan,Minimal Support,0,3.35,3,3,3,1,5,mother,yes,no,High school
Severe,19.2,68.3,Female,44.83,36.06,96,No,Minimal Support,0,4.56,3,1,1,2,1,mother,yes,no,None
Moderate,9.3,52.7,Female,78.83,73.72,75.7,No,None,0,3.73,4,4,0,3,8,father,yes,yes,Degree
Moderate,11.7,,Male,68.1,49.2,60.7,Yes,Strong Support,1,5.51,5,3,2,5,0,mother,yes,no,None
Moderate,5.1,121,Male,53.14,32.34,55.1,Yes,Moderate Support,0,3.5,2,5,2,5,7,mother,yes,no,Master
Moderate,9.3,89.8,Female,43.88,37.39,67.4,Yes,Minimal Support,0,5.03,4,1,1,4,5,mother,yes,no,NVQ qualified
Severe,9,57.9,Male,79.48,53.55,48.5,Yes,None,1,5.43,4,3,2,1,2,mother,yes,no,Degree
Severe,10.9,99.2,Female,74.3,61.55,74.7,No,Minimal Support,0,5.23,2,3,-1,3,7,mother,yes,no,Degree
Severe,11.7,52,Male,37.97,49.85,69.5,No,None,0,3.61,4,4,2,2,3,father,yes,no,NVQ qualified
Moderate,12.8,72.3,Female,60.72,78.52,72.8,No,Minimal Support,0,2.26,4,3,1,3,2,mother,yes,yes,None
Mild,11.2,70.1,Female,57.14,56.81,38.3,Yes,None,0,4.74,6,2,1,2,14,mother,yes,no,High school
Severe,3.9,78.6,Female,50.83,54.99,85.2,No,None,-1,5.47,4,2,1,2,6,father,yes,no,Degree
Normal,,56.2,Female,64.02,68.62,48.2,Yes,Strong Support,0,4.47,3,2,2,3,13,father,yes,yes,Diploma level
Normal,,77.6,Male,66.23,63.85,46.1,No,Strong Support,1,4.02,2,4,2,4,9,mother,yes,no,Degree
Mild,8.6,40,Male,42.84,57.99,34.7,nan,None,0,3.99,4,4,2,2,5,mother,yes,no,Master
Normal,15.3,67.5,Female,30.2,45.71,55.9,No,Minimal Support,-1,2.12,3,3,1,3,11,mother,yes,no,NVQ qualified
Severe,4.2,101.7,Male,38.23,39.91,67.3,No,Minimal Support,0,4.76,1,3,1,2,16,father,yes,no,None
Mild,8.2,95.5,Male,65.84,62.81,63.5,No,Minimal Support,0,2.45,4,3,0,5,4,father,yes,no,NVQ qualified
Severe,14.8,61.1,Female,58.33,59.07,75.4,Yes,None,0,2.55,4,0,1,2,8,mother,yes,no,High school
Normal,,44.5,Female,76.43,70.62,84.1,No,Strong Support,-1,3.71,3,3,1,0,2,mother,yes,no,NVQ qualified
Moderate,12.3,31.3,Male,63.74,69.67,85.4,No,None,0,3.64,3,5,1,3,6,mother,no,no,Master
Severe,9.3,87.3,Male,63.57,57.7,61.2,Yes,Minimal Support,1,3.77,3,2,2,5,3,mother,yes,no,Diploma level
Moderate,11.3,80.6,Male,57.67,53.02,62.8,Yes,Minimal Support,1,5.43,4,4,2,3,4,father,yes,yes,High school
Normal,8.9,82.7,Male,42.49,38.32,62.9,No,Minimal Support,1,3.57,3,3,1,2,4,mother,yes,no,Diploma level
Moderate,13.3,108.8,Female,62.78,90.31,58.8,No,Moderate Support,1,3.23,4,4,0,-1,2,mother,yes,yes,Degree
Mild,2.3,78.1,Male,66.24,79.31,95.4,Yes,None,0,3.48,4,3,3,2,2,mother,yes,yes,NVQ qualified
Severe,8.2,79.6,Female,54.07,60.8,69.7,Yes,Minimal Support,0,4.9,4,2,0,2,6,father,yes,yes,High school
Normal,11.5,47.1,Female,65.85,50.91,72.6,No,None,0,4.58,5,3,3,2,4,mother,yes,no,Diploma level
Moderate,12.7,107.5,Male,66.7,56.5,75.2,No,Moderate Support,0,3.96,3,3,3,3,1,mother,yes,no,Degree
Moderate,17.5,71.7,Male,57.83,67.79,83.2,No,Minimal Support,1,4.92,5,4,2,3,7,father,yes,no,Diploma level
Moderate,8,58.7,Female,69.64,50.52,61.6,No,None,2,2.74,3,3,1,1,9,mother,yes,no,High school
Severe,17.4,79.2,Male,69.27,76.92,72.7,Yes,Minimal Support,0,4.3,3,1,2,1,2,mother,yes,no,NVQ qualified
Moderate,6.7,115,Female,45.42,50.94,73.8,No,Moderate Support,1,3.65,4,3,2,0,6,mother,yes,no,Master
Normal,16.6,117.7,Female,60.86,54.23,41.6,Yes,Moderate Support,0,1.62,4,3,1,3,2,father,yes,no,High school
Severe,14.1,55.6,Female,52.13,56.33,57.7,Yes,None,1,5.94,3,1,0,3,3,mother,yes,yes,Diploma level
Moderate,,98.5,Female,55.13,43.99,62.5,No,Strong Support,1,4.13,2,4,0,1,3,mother,no,yes,Master
Normal,11.5,81.7,Female,43.98,30.33,79.8,Yes,Minimal Support,0,4.78,3,3,1,0,8,mother,yes,yes,None
Severe,9.7,94.8,Female,57.24,52.45,117.4,No,Minimal Support,1,3.79,3,3,1,2,1,father,yes,no,Master
Mild,13.1,80.5,Female,30.48,32.68,58.4,Yes,Minimal Support,0,3.63,5,6,2,3,4,mother,no,no,Master
Mild,8.9,87.3,Female,83.46,65.1,57.8,Yes,Minimal Support,1,2.49,3,2,1,3,11,mother,yes,no,High school
Moderate,8.5,101.4,Female,52.7,43.36,71.6,No,Minimal Support,-1,3.87,2,3,3,2,3,mother,yes,no,Degree
Mild,16.8,40,Female,59.07,53.67,39.1,No,None,0,4.07,2,5,-1,1,6,mother,yes,no,None
Mild,9.5,82.2,Female,39.15,52.65,38.2,Yes,Minimal Support,1,2.55,2,5,2,2,4,mother,yes,yes,Degree
Normal,14.1,51.6,Female,82.53,87.3,62.9,No,None,0,3.68,2,2,2,1,11,other,yes,no,Degree
Moderate,8.9,65.7,Male,77.13,84.22,56.9,No,None,1,5,3,1,2,3,2,mother,yes,no,Diploma level
Normal,18.3,75,Female,56.7,59.19,81.8,No,Minimal Support,0,3.62,0,3,1,1,4,mother,no,yes,None
Normal,6.6,54.8,Male,51.63,44.95,59.4,nan,None,-2,4.63,4,4,1,0,8,father,no,no,Master
Severe,6.9,63.4,Male,70.69,67.86,45.4,No,None,1,3.98,4,3,3,3,1,mother,yes,no,None
Severe,17.6,47,Female,73.81,76.33,49.7,No,None,0,3.94,4,3,1,1,7,mother,yes,no,Degree
Severe,7.8,63.1,Female,76.36,63.5,,No,None,-1,3,2,4,0,1,14,father,no,yes,High school
Moderate,18,85.2,Male,50.35,51.19,54.1,Yes,Minimal Support,0,4.34,2,1,2,3,5,father,yes,no,Degree
Normal,14.5,92.3,Male,84.4,88.24,59.8,No,Minimal Support,2,4.75,2,4,1,3,4,mother,yes,no,Degree
Mild,9.2,59.6,Male,54.31,55.66,60.5,Yes,None,0,3.04,3,5,2,3,9,father,yes,no,High school
Normal,0.9,101.6,Male,34.85,37.69,56.3,No,Minimal Support,0,3.17,3,5,2,1,6,mother,yes,yes,Diploma level
Moderate,9.9,86.5,Male,32.37,39.81,69.6,No,Minimal Support,1,4.83,5,4,0,1,4,mother,no,yes,Master
Mild,10.5,103.7,Male,56.46,63.16,91.6,Yes,Minimal Support,2,4.68,2,5,2,2,3,father,yes,no,Master
Moderate,15.8,39.6,Male,80.59,95.76,73.3,No,None,0,4.46,3,4,2,1,12,father,yes,yes,Diploma level
Moderate,17.9,81.2,Male,59.93,69.95,,Yes,Minimal Support,0,5.18,6,3,-1,0,4,mother,yes,no,NVQ qualified
Moderate,6.6,87.2,Male,51.25,58.63,50.5,Yes,Minimal Support,0,1.82,1,3,2,3,8,father,yes,yes,High school
Severe,14,40.6,Male,44.87,45.72,70.6,No,None,0,3.33,5,4,1,4,0,mother,yes,no,Diploma level
Mild,13.8,123.3,Female,71.07,66.15,85.5,Yes,Moderate Support,0,4.53,4,2,3,1,4,father,yes,no,None
Severe,15.4,62.3,Female,53.68,68.19,61.5,No,None,1,3.47,3,4,1,2,13,mother,no,no,Degree
Mild,12.5,85.9,Male,61.96,71.75,64.9,Yes,Minimal Support,-1,3.76,3,4,1,2,13,mother,yes,no,Degree
Severe,,93.5,Male,53.63,31.82,76.5,No,Strong Support,1,3.93,3,2,2,3,3,mother,yes,no,NVQ qualified
Normal,9.2,77,Male,42.86,57.91,87.9,No,Minimal Support,-1,3.97,3,3,2,3,3,father,yes,no,Degree
Severe,4.2,102.7,Female,77.19,52.73,82.8,Yes,Minimal Support,-1,4.53,4,2,1,2,5,mother,yes,no,Degree
Moderate,9,114.9,Male,75.52,55.9,46,No,Moderate Support,1,4.36,1,3,2,2,3,mother,yes,no,Master
Severe,14.9,52.8,Female,37.68,42.64,70,Yes,None,0,4.28,4,2,2,4,1,other,yes,no,Master
Severe,11.5,77.3,Female,71.76,65.19,55.9,No,Minimal Support,0,4.53,3,3,1,2,7,other,yes,no,NVQ qualified
Moderate,15.7,,Male,60.32,79.68,60.2,Yes,Strong Support,2,3.71,4,3,1,1,1,father,yes,no,Master
Normal,11.7,42.3,Male,58.69,63.22,45.4,No,None,1,4.21,4,4,1,5,5,other,yes,no,None
Severe,3.5,96.3,Female,45.49,40.53,61,Yes,Minimal Support,1,5.43,3,2,0,3,3,other,yes,yes,NVQ qualified
Moderate,-2.6,109.1,Female,43.22,42.38,52.2,No,Minimal Support,0,3.54,4,3,4,2,8,mother,no,no,Master
Mild,10.7,100.7,Female,76,64.59,62.6,No,Minimal Support,-1,2.48,3,3,1,2,21,mother,yes,no,Diploma level
Normal,8.9,83.8,Female,46.49,57.19,72.4,Yes,Minimal Support,1,5.79,3,4,2,2,5,father,yes,no,None
Severe,5.1,105.8,Female,89.41,65.6,69.2,Yes,Minimal Support,-1,5.17,4,2,1,1,2,mother,yes,no,Degree
Moderate,1.5,82.1,Male,47.46,56.74,78.3,No,None,-1,4.93,3,1,2,4,12,other,yes,no,Degree
Normal,6.3,48.6,Male,47.91,59.14,57.7,Yes,None,1,5.22,2,2,2,3,1,mother,yes,yes,High school
Mild,,64.6,Female,55.95,44.81,39.7,Yes,Strong Support,0,3.12,3,3,1,2,4,mother,yes,yes,Degree
Mild,13.3,69.9,Male,73.81,72.59,89,No,Minimal Support,1,3.78,3,2,1,0,8,mother,yes,yes,Degree
Moderate,10.9,73.7,Female,73.88,71.02,73.2,Yes,Minimal Support,0,4.05,2,2,1,3,7,mother,yes,no,Master
Mild,18,73.1,Male,64.45,80.52,73.9,No,Minimal Support,0,3.51,2,4,2,2,12,other,yes,no,Degree
Normal,4.8,68.2,Male,69.76,52.79,73.1,No,None,0,4.06,4,3,1,3,5,mother,yes,no,Diploma level
Mild,14.4,79.4,Female,78.85,79.26,68.9,Yes,Minimal Support,0,3.99,3,4,2,2,7,mother,yes,no,Degree
Moderate,10.2,105.1,Male,50.08,53.96,79.9,No,Minimal Support,1,4.36,4,5,1,3,0,mother,yes,no,Degree
Mild,13.5,79.3,Female,58.07,54.09,55.2,No,Minimal Support,1,4.11,3,5,2,1,8,father,yes,no,NVQ qualified
Moderate,7.8,87.6,Male,58.69,56.07,76.8,No,Minimal Support,1,4.82,3,3,1,3,15,other,yes,no,High school
Normal,15.4,31.1,Female,51.33,48.07,70.3,No,None,-1,3.97,3,2,2,3,5,mother,yes,yes,Diploma level
Normal,11.5,77.5,Male,36.29,31.92,67,Yes,Minimal Support,1,3.83,2,3,1,1,0,mother,yes,no,None
Normal,6.6,96.7,Male,61.7,55.63,57.6,Yes,Minimal Support,0,3.92,3,3,3,1,8,father,yes,no,NVQ qualified
Severe,9.9,99.9,Male,58.72,59.76,68.8,nan,Minimal Support,1,2.96,4,4,1,0,7,mother,yes,yes,Degree
Mild,8.8,97.9,Male,48.24,52.08,61.9,No,Minimal Support,0,3.35,2,5,1,2,1,mother,yes,no,Degree
Moderate,12.4,81.1,Female,66.68,66.95,77.8,Yes,Minimal Support,1,4.51,2,5,2,0,5,mother,yes,no,Master
Severe,4.1,83.3,Male,69.03,77,58.1,Yes,Minimal Support,-1,3.04,5,1,2,1,14,mother,yes,no,None
Moderate,,61.5,Male,51.46,65.8,49.5,No,Strong Support,1,2.63,5,3,-1,2,5,mother,yes,no,NVQ qualified
Moderate,12,91.9,Female,61.34,70.7,73.5,Yes,Minimal Support,0,5.76,2,4,2,2,10,mother,yes,no,High school
Normal,10.2,,Male,71.22,86.17,96.6,Yes,Strong Support,0,4.54,4,3,2,1,12,father,no,no,Degree
Mild,16.7,88.6,Female,48.84,57.57,68.8,No,Minimal Support,0,4.89,3,4,1,2,4,other,yes,no,Degree
Normal,13.9,75.8,Male,41.2,44.13,62.8,No,Minimal Support,1,3.59,3,3,1,2,11,mother,no,no,Master
Moderate,10,75.3,Female,98.08,75.34,91.8,Yes,Minimal Support,0,2.7,5,2,1,2,3,father,yes,yes,High school
Mild,11.1,95,Female,54.44,61.88,71.9,Yes,Minimal Support,0,4.73,3,4,1,2,9,father,yes,no,Degree
Severe,11.5,86.2,Male,56.6,48.06,62.8,No,Minimal Support,1,3.79,3,4,3,3,8,father,yes,no,Degree
Moderate,12,80.7,Female,50.71,46.97,90.7,nan,Minimal Support,0,4.35,3,3,3,4,6,mother,no,no,Degree
Severe,0.9,65,Male,64.96,57.49,,No,None,0,3.49,4,4,3,3,3,mother,yes,no,Diploma level
Severe,8.5,107,Female,30.05,52.62,60,No,Minimal Support,1,4.2,4,4,2,0,6,mother,no,yes,None
Severe,2.6,81.7,Male,65.08,52.77,70.1,nan,None,0,5.23,4,3,2,3,0,mother,yes,no,Diploma level
Moderate,16.4,89.9,Female,54.65,58.31,107.4,No,Minimal Support,0,3.13,5,4,1,1,13,mother,yes,yes,Diploma level
Moderate,9.7,76.6,Male,51.07,66.51,51.1,No,Minimal Support,-1,4.08,4,3,0,0,8,father,yes,yes,Degree
Normal,9,61.1,Female,81.24,81.29,48,Yes,None,0,2.93,4,3,1,3,1,mother,yes,no,None
Mild,14.5,82.1,Female,57.86,51.53,68.4,No,Minimal Support,1,4.33,4,6,2,1,6,mother,yes,no,NVQ qualified
Mild,12.1,63.1,Female,51.7,63.56,87.3,No,None,1,4.53,3,3,1,2,2,mother,no,yes,Diploma level
Normal,4.4,83.8,Female,38.84,32.36,78.6,Yes,Minimal Support,0,4.14,4,6,2,2,9,mother,yes,no,High school
Normal,9.6,9.7,Male,80.25,50.84,,No,None,1,4.05,3,5,1,1,10,mother,yes,no,Master
Normal,8.3,67,Female,48.85,45.58,47.8,No,None,1,2.18,2,4,1,3,5,mother,no,yes,High school
Mild,,74.7,Male,59.15,48.8,,Yes,Strong Support,-1,3.1,4,2,1,3,5,mother,yes,no,Degree
Severe,6.5,55.9,Male,42.95,37.35,66.6,nan,None,1,3.55,1,2,2,4,9,mother,yes,no,Master
Moderate,9.1,82.3,Male,43.95,34.44,69.7,Yes,Minimal Support,1,3.65,3,4,2,2,3,father,no,no,NVQ qualified
Severe,,66.6,Male,51.3,60.14,61.4,No,Strong Support,0,2.57,2,4,1,3,4,mother,yes,no,High school
Moderate,2.6,74.9,Male,53.15,47.5,61,No,None,0,3.88,4,4,1,0,2,mother,yes,no,NVQ qualified
Moderate,15.8,64,Male,51.25,46.16,60.9,No,Minimal Support,0,4.08,2,3,1,1,17,mother,yes,no,Degree
Normal,9.5,94.4,Female,57.57,64.11,74.1,No,Minimal Support,1,5.3,4,3,2,4,1,mother,yes,no,NVQ qualified
Mild,10.2,85.9,Female,54.53,63.99,70.2,Yes,Minimal Support,0,3.65,5,1,2,3,4,father,yes,no,NVQ qualified
Severe,12,81,Male,33.39,30.43,74.3,No,Minimal Support,1,5.14,3,2,1,2,2,mother,yes,yes,NVQ qualified
Severe,6.1,76.2,Female,67.37,67.57,70.1,No,None,0,4.35,5,3,1,4,10,father,no,yes,None
Normal,12.3,125.6,Female,43.51,59.49,37,Yes,Moderate Support,0,3.2,4,3,2,1,5,father,yes,yes,Master
Mild,8.2,71.9,Male,76.42,65.7,65.2,No,None,1,4,2,1,3,2,2,mother,yes,no,Diploma level
Severe,5.5,61.1,Female,57.24,31.95,55,No,None,0,3.38,3,3,2,1,18,mother,yes,no,None
Mild,12.9,51.5,Female,98.54,87.02,88.7,No,None,-1,3,5,4,1,4,2,father,yes,no,Master
Moderate,17.5,93.1,Female,59.5,53.64,47.8,No,Minimal Support,0,2.45,2,2,1,2,1,father,yes,yes,Diploma level
Normal,13.6,107.6,Male,51.17,78.94,36.3,Yes,Moderate Support,0,3.51,2,2,1,2,1,mother,yes,yes,None
